Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,Q8C7D2,Protein cereblon OS=Mus musculus OX=10090 GN=Crbn PE=1 SV=1,6,12,0,9663736.644,10660697.46,10027696.15,4154768.107,10468388.72,3047606.943,3580053.921,3042968.576,3025539.192,2609139.699,4496803.779,4207298.333,4559874.793,8355456.296,5356320.808,4975309.38,2892029.921,2212936.699,3996332.912,3131231.231,1789588.839,3038916.84,2504592.354,2668532.491,2762467.801,2104317.682,2892441.357,5156048.6,6784827.519,6531123.042,4257073.403,3610762.676,3061819.772,2923281.759,3254048.351,2992278.616,1765730.077,2314361.972,2380371.022,1800790.569,2513992.316,3060974.35,2061685.637,2785186.142,9986884.493,10660697.46,10213853.7,6741206.93,12651141.32,6693224.342,6460560.468,5920433.698,5648166.356,5413390.232,6170084.511,6813529.028,9545305.047,11233197.27,9620659.307,7377600.274,5372242.305,3975965.797,6486877.784,5099673.171,3703109.69,4493639.809,3882919.862,4878420.736,4298768.548,4859875.191,5312928.371,6491066.535,8941696.519,9339248.201,9236732.304,7363026.867,5776638.936,6537174.462,5835888.759,4884693.347,3737331.767,4169697.582,4184215.644,3309270.474,5943059.276,6430027.722,4687450.718,5940137.722
High,Master Protein,Q99LH2,Phosphatidylserine synthase 1 OS=Mus musculus OX=10090 GN=Ptdss1 PE=1 SV=1,6,11,0,131635.255,135303.0885,124923.6428,366903.8376,466449.8488,264507.8918,90060.40136,96850.00463,97091.03711,91769.1753,120722.3711,105589.6237,80687.48867,100155.9214,47448.45833,70474.85168,334552.9595,329461.5826,418031.8327,398599.1558,72141.80677,91246.01876,107848.3918,83203.71988,61102.08065,42261.36782,61623.46886,118268.1973,102577.2558,105342.4852,49466.50804,58949.36542,351839.4184,294640.4602,272288.0162,308486.0775,67663.97885,88244.56191,77376.33189,77728.00247,33208.86015,48296.24078,45473.6716,50671.9915,136037.0357,135303.0885,127242.7677,595309.9255,563708.8109,580918.3051,162522.8786,188432.4523,181252.4296,190400.8273,165643.7036,170997.6116,168905.2283,134651.081,85223.69527,104503.1063,621466.448,591941.0097,678552.43,649177.6785,149279.554,134925.2921,167199.5292,152107.1052,95082.99153,97601.69522,113191.9495,148890.5163,135186.1471,150635.5965,107329.3433,120208.8867,663804.35,658888.2807,488327.8924,503582.7489,143217.0981,158986.8572,136012.0987,142838.922,78505.50026,101453.3712,103388.9894,108071.2716
High,Master Protein,Q923S9,Ras-related protein Rab-30 OS=Mus musculus OX=10090 GN=Rab30 PE=1 SV=1,6,61,0,1655578.131,1559202.638,1596437.182,325928.0823,395862.9055,231237.7504,286093.3062,290337.5142,301575.5826,187296.7334,281282.1416,246341.0701,805882.0122,1227903.77,932736.2286,1162106.959,304719.5187,313181.0652,359047.9485,332303.7183,265788.8367,370735.3819,364432.085,270750.5367,190213.3044,133263.8711,181088.2811,279397.3694,1255627.693,1264995.039,841119.9723,883762.6435,293573.1935,287789.8119,328784.5975,360715.7338,237297.7751,285861.4287,298639.5823,328935.3253,125830.7244,166760.8027,154023.935,166910.6128,1710939.378,1559202.638,1626073.983,528825.8191,478403.859,507849.6567,516283.5937,564883.9151,562990.2479,388599.4711,385948.4804,398938.2019,1686973.873,1650811.731,1675317.406,1723221.606,566047.7707,562689.9333,582809.3434,541205.7532,549983.9937,548205.6135,564986.3855,494966.8167,295997.2855,307769.9659,332628.72,351739.6858,1654786.617,1808892.983,1825009.645,1802158.899,553875.2985,643568.5521,589650.2231,588844.1457,502262.7889,515025.6193,524948.5903,604476.711,297462.9036,350305.6419,350188.9869,355980.5259
High,Master Protein,Q80YF9,Rho GTPase-activating protein 33 OS=Mus musculus OX=10090 GN=Arhgap33 PE=1 SV=1,6,11,0,296551.6019,334178.2612,309422.0578,,,,192330.7321,179563.2285,183521.7769,59662.16881,79799.04859,66861.97394,141577.696,269064.195,164524.5265,234325.9695,,,,,186204.0281,282331.0165,231256.7595,198333.5445,73558.77765,52274.80891,60699.86073,87509.98868,226444.7512,225598.9366,138435.0871,188684.5316,,,,,184706.7614,227947.4356,225687.8184,229098.4595,70573.81657,72726.91695,56800.22581,57384.74457,306468.0572,334178.2612,315166.2737,,,,347079.7791,349360.2258,342603.8998,123785.8601,109492.6303,108279.9374,296368.2903,361733.8267,295507.7699,347468.51,,,,,385302.9957,417482.2681,358522.0019,362579.2376,114467.2744,120727.5162,111495.4367,110168.3097,298430.6142,322597.5762,300367.816,384763.3867,,,,,390949.0221,410684.1897,396713.9962,421008.8508,166835.9814,152773.6069,129141.0555,122387.9728
High,Master Protein,Q91WE1,Sorting nexin-15 OS=Mus musculus OX=10090 GN=Snx15 PE=1 SV=1,6,8,0,140762.0715,156676.8518,166054.5745,103611.5731,121944.1688,79208.59111,50182.99749,53513.75533,51216.80824,,,,87809.13069,109041.6507,97628.79446,127888.533,98874.61068,96268.4177,108954.3064,94057.50557,42628.3047,66354.82748,57894.928,54455.64364,,,,,114054.3585,112994.9286,76609.11204,88238.95076,82532.51906,73211.66141,102372.0749,103692.9001,43835.53222,46972.63414,52479.1365,49395.67097,,,,,145469.0458,156676.8518,169137.2679,168112.1633,147370.6178,173959.7264,90560.16944,104116.9609,95613.05765,,,,183813.1476,146597.1851,175354.2037,189638.554,183669.734,172964.7018,176855.4535,153186.559,88208.69061,98118.74098,89755.6704,99551.92302,,,,,150311.774,161578.2886,166221.6723,179935.8816,155711.5044,163719.2179,183596.547,169271.6769,92781.9768,84628.80108,92247.81429,90773.26277,,,,
High,Master Protein,Q8BXA0,Leucine-rich repeat and fibronectin type-III domain-containing protein 5 OS=Mus musculus OX=10090 GN=Lrfn5 PE=1 SV=1,6,13,0,42877.45911,44452.21713,43743.49822,86621.83004,101783.748,61548.67115,169779.2137,170796.5604,161150.2338,28256.04293,41273.5176,36622.19498,26603.6245,36972.82437,23504.70927,39095.1628,83173.32378,93557.88506,108701.1591,123844.1172,173722.5213,238999.8426,222779.106,184322.2632,44538.11438,29048.02912,41590.28852,46981.99133,39715.74715,39238.89954,17066.4611,30669.12945,102566.0427,77405.48063,116020.4986,113789.1673,167041.9615,207627.2018,238180.3768,235717.0125,30945.88991,36155.51081,33240.73365,39250.35902,44311.24805,44452.21713,44555.56734,140545.914,123006.5691,135174.6047,306383.3395,332303.6982,300840.0391,58625.06591,56631.57748,59307.98551,55690.06227,49706.80414,42217.56091,57971.96953,154502.9826,168094.7093,176444.543,201698.4614,359475.617,353408.5543,345378.9253,336964.8126,69307.24957,67085.78144,76394.36606,59146.69456,52341.22121,56110.07778,37029.74266,62540.14579,193508.1225,173097.6255,208073.959,185753.1534,353559.8317,374074.0003,418673.4125,433171.61,73155.85531,75949.97874,75576.16835,83711.65383
High,Master Protein,P56812,Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3,6,18,0,1567490.097,1918194.48,1766386.969,325443.7696,302306.5721,231998.4806,695638.5628,661588.6621,697969.6527,1023713.828,1643578.028,1460744.96,895173.3656,1383596.159,870230.1015,1429282.584,326108.5059,326686.815,309584.2458,336709.5305,715527.2384,1061533.518,914105.6392,761735.1959,2117083.83,1514890.209,1727683.757,2315364.021,1553415.482,1516929.307,1024976.792,1201384.056,251683.3738,200517.5228,295893.3109,354144.5765,664820.5727,797758.9016,755871.8392,706533.1324,1920673.848,1400654.964,1287964.083,1417792.149,1619905.749,1918194.48,1799178.776,528040.0105,365340.194,509520.3898,1255348.41,1287194.301,1302990.462,2123980.727,2255160.738,2365610.281,1873889.796,1860126.85,1563048.149,2119400.981,605780.009,586955.6067,502519.4873,548381.27,1480605.932,1569687.334,1417156.343,1392549.945,3294464.963,3498605.465,3173464.53,2914864.285,2047239.929,2169149.043,2223930.702,2449848.931,474843.0949,448406.3246,530662.1969,578117.1739,1407154.512,1437291.747,1328671.348,1298379.32,4540458.798,2942282.169,2928316.546,3023812.485
High,Master Protein,P60229,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1,6,8,0,59462.11725,80846.49174,76891.35853,,,,36947.48315,40532.22628,44722.75054,36821.35809,56100.76384,42213.18614,39197.35586,54138.89678,44768.41832,50586.89629,,,,,52646.9683,61836.54254,63130.2933,48175.05768,47025.31524,34153.34706,40277.33008,79110.36237,55526.93288,51374.56246,42059.16621,46459.38672,,,,,45273.51134,49096.82927,51762.57361,45229.55916,31859.95383,32550.65881,30201.27748,33572.28087,61450.48428,80846.49174,78318.79576,,,,66675.37815,78859.9528,83489.758,76396.20841,76976.10814,68362.34238,82052.84918,72785.12217,80409.98959,75012.40052,,,,,108939.827,91437.56274,97872.16244,88070.2038,73177.66602,78876.40042,73982.68221,99593.82962,73178.7184,73463.59683,91257.3551,94739.46182,,,,,95825.59322,88455.88233,90988.2402,83117.29709,75316.69566,68377.45587,68665.65749,71601.66747
High,Master Protein,Q8K406,Leucine-rich repeat LGI family member 3 OS=Mus musculus OX=10090 GN=Lgi3 PE=1 SV=1,6,10,0,111762.7869,129291.6753,111795.0237,88027.22842,97325.46038,72766.7401,109694.2515,96073.14961,102255.354,40498.11775,62414.11652,59477.60674,67978.03412,95229.72066,75032.28593,99530.37811,81969.36963,102566.2091,92064.74455,91217.60858,94354.55177,121884.8387,139753.2584,115713.3993,64902.43972,47766.80831,51478.22876,62953.50579,123091.2135,88863.91084,68320.14108,75485.57374,86693.24619,70117.69352,87544.07229,102398.4635,87507.43496,97971.63206,117174.7295,118032.4827,31985.30337,37601.02902,36827.82332,53039.90725,115500.0477,129291.6753,113870.4244,142826.2052,117618.6887,159811.9853,197954.0979,186920.9945,190893.3296,84024.67494,85638.6875,96321.28933,142300.195,128028.2249,134767.8912,147587.8762,152266.5143,184279.8935,149440.1891,148561.3667,195243.3136,180230.8494,216662.2851,211538.9819,100996.8574,110316.3884,94556.84949,79253.59639,162221.4083,127071.8855,148236.7802,153929.3378,163561.4173,156800.3474,157003.6497,167158.5963,185217.6166,176511.748,205969.713,216905.5173,75613.02106,78986.50277,83731.77934,113121.4711
High,Master Protein,Q80V26,Inositol monophosphatase 3 OS=Mus musculus OX=10090 GN=Impad1 PE=1 SV=1,6,13,0,1239724.868,1422993.055,1354135.008,585026.5944,774748.1719,381496.547,117057.0363,121335.8069,135564.9291,16597.08683,20830.39904,17419.61918,849251.9695,1031434.965,766289.5195,1014928.57,518751.2909,564302.947,688907.8588,726466.6032,113046.6582,147790.4753,163938.1735,142967.8763,102772.6549,73846.15552,96406.02499,56870.88528,1110410.708,1326743.525,643372.827,818301.1861,692642.035,538942.1413,734044.7908,829636.2017,130565.1564,144534.795,175540.8975,152649.384,100726.8495,96571.41651,66341.01663,82493.27858,1281180.305,1422993.055,1379273.629,949219.1215,936290.0895,837851.4757,211240.9694,236072.303,253076.633,34435.2998,28581.48338,28210.28402,1777761.337,1386676.206,1376357.142,1504979.234,963633.7476,1013878.624,1118240.443,1183158.308,233921.986,218537.4587,254156.645,261363.6726,159927.966,170546.0645,177081.656,71596.04746,1463405.744,1897190.881,1395950.225,1668670.627,1306785.914,1205206.714,1316453.624,1354325.234,276353.2846,260402.8204,308565.75,280520.1827,238117.5286,202862.4922,150833.0079,175938.487
High,Master Protein,Q8BG40,Katanin p80 WD40 repeat-containing subunit B1 OS=Mus musculus OX=10090 GN=Katnb1 PE=1 SV=1,6,11,0,52342.33201,54790.00358,58981.08954,24168.86087,32633.54832,22852.23257,248601.1174,248466.1079,255816.543,107093.2254,160095.9462,131253.5942,24601.56797,42705.08683,34719.99703,46900.13392,23879.01872,27633.1792,23962.22436,28387.04243,229824.9379,362405.6252,337961.8619,275427.2854,163837.5737,141372.2001,151464.6516,182179.9296,45691.38286,47314.94543,32356.4108,31811.14039,25836.44672,22388.91765,28309.97745,28411.52015,254049.6159,303048.6693,279173.947,268013.2899,132152.1305,136487.944,107799.7883,127009.2768,54092.61895,54790.00358,60076.03447,39214.53332,39437.93479,50188.59787,448625.2405,483418.4386,477565.9146,222194.8562,219668.3615,212559.2491,51499.10502,57413.34137,62361.69837,69545.51254,44357.7273,49648.31368,38895.66367,46232.49707,475565.6361,535888.4202,523949.0666,503516.5152,254953.1287,326495.9725,278215.0943,229350.4456,60216.48714,67658.5047,70204.9217,64868.92171,48744.81034,50067.10703,50771.79603,46379.89348,537719.6163,545991.2142,490731.901,492521.7193,312406.6609,286713.0409,245093.7165,270880.4934
High,Master Protein,Q810C1,SLIT and NTRK-like protein 1 OS=Mus musculus OX=10090 GN=Slitrk1 PE=2 SV=1,6,12,0,207398.4048,204484.4812,191475.2085,236058.3419,330361.0637,192438.6365,290440.1789,294221.5082,287019.568,98415.40912,146524.6164,117832.6734,52659.29757,108083.8142,97005.29176,134319.954,270805.9315,280454.4224,339931.3265,308537.1223,335635.1096,388952.7201,413528.865,347477.5179,161170.2311,123620.0846,132303.684,152630.7716,103401.3782,129821.3394,68389.54294,75171.28058,292965.144,251682.156,289816.3559,318613.0515,294272.7369,336009.8275,392784.5709,411827.6226,118944.9304,126058.87,114310.5176,127064.0895,214333.6464,204484.4812,195029.8192,383010.0958,399244.2979,422638.1518,524127.9543,572440.6573,535816.6478,204190.2987,201047.0792,190824.6758,110233.0835,145309.4557,174234.3106,199175.3384,503049.803,503890.234,551779.0981,502498.3366,694513.5105,575143.5524,641102.1101,635233.6103,250802.3876,285497.8539,243019.619,192150.3405,136272.2546,185639.3919,148387.364,153288.4347,552728.1107,562822.9841,519763.6393,520114.3519,622855.5892,605376.0743,690436.63,756805.936,281184.9375,264805.2338,259896.5177,270997.3957
High,Master Protein,Q8BQZ4,Ral GTPase-activating protein subunit beta OS=Mus musculus OX=10090 GN=Ralgapb PE=1 SV=2,6,8,0,538141.6405,612335.6972,574317.9682,95194.48483,119987.4222,62346.93847,34361.17492,33552.84772,32693.43634,4646.990006,5043.111093,7701.165685,239959.3466,422252.1282,306713.6572,440592.6505,89196.26639,111109.2305,98616.34767,94885.12863,35467.63436,45541.1454,36375.9555,31428.6203,4980.394425,5571.420067,5494.455225,9115.389613,429391.9259,441547.822,284106.4102,294497.0366,101711.4595,92175.68789,107477.5066,123800.3713,30565.59513,37559.85761,34809.20544,32529.17092,4179.161559,4201.637277,3687.135665,4929.757455,556136.6791,612335.6972,584979.8016,154455.2438,145005.872,136927.7778,62008.12981,65280.79581,61033.07724,9641.480799,6919.675211,12471.68891,502313.1699,567681.9176,550898.2203,653329.5139,165691.2165,199629.0723,160074.8008,154534.4656,73391.46156,67341.59395,56394.37486,57455.56161,7750.158356,12867.07155,10092.39028,11475.57075,565893.8681,631395.9599,616436.3657,600535.0636,191895.8073,206127.4289,192752.7513,202095.7697,64694.922,67670.16108,61187.61346,59778.09233,9879.507075,8826.158302,8383.075677,10513.99681
High,Master Protein,P35505,Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2,6,8,0,276291.824,363741.6953,302084.4357,30714.54397,32840.84634,23091.87614,60762.32815,59761.93764,57712.5756,19563.69762,30441.42406,25277.09433,102393.3997,155185.0824,129706.5865,176120.6694,56397.95355,63136.58358,52939.37086,54866.08101,72425.58573,113272.7537,99202.23104,80947.04562,22616.05299,12532.37401,20643.08646,32670.62712,140502.2373,171236.903,156317.0489,146333.8185,55283.94427,44364.0058,56057.86634,63869.54866,77865.11301,87141.85077,83131.73674,86217.1314,13756.07259,14035.29736,18236.83346,18841.54094,285530.8081,363741.6953,307692.4335,49835.05489,39688.45629,50714.90857,109651.6153,116273.4943,107739.5489,40590.36381,41768.81365,40935.10902,214342.779,208633.0873,232970.1531,261159.2163,104764.9852,113436.9984,85931.58685,89357.52768,149866.7641,167496.1778,153795.2125,147981.6143,35193.59656,28943.24087,37917.87842,41129.79354,185167.3256,244862.0134,339166.9813,298402.2862,104302.4766,99208.78987,100535.5289,104262.7374,164808.7463,157000.1447,146128.9481,158439.1946,32519.25406,29483.2105,41463.28449,40184.51277
High,Master Protein,Q7TMS5,ATP-binding cassette sub-family G member 2 OS=Mus musculus OX=10090 GN=Abcg2 PE=1 SV=1,6,8,0,,,,636888.8289,790899.3086,495089.2829,167676.7258,158058.1589,154109.9948,25254.18483,38284.08046,34483.05478,,,,,653381.0997,699930.82,808049.4858,785588.467,162518.4964,218298.1989,185208.1697,160492.5281,29499.59766,17565.54622,21880.70495,35244.46806,,,,,762269.7723,546077.75,733956.3102,808266.2764,130703.2585,163814.6419,183811.3558,193513.5915,16246.08628,20373.11941,21555.33145,24306.73576,,,,1033366.791,955808.8826,1087326.45,302589.1927,307519.7218,287697.1121,52396.87148,52529.75745,55843.74487,,,,,1213722.431,1257560.147,1311632.032,1279447.008,336291.6698,322797.0783,287131.9477,293400.9908,45905.31067,40567.24088,40191.17547,44370.06028,,,,,1438150.373,1221163.684,1316294.94,1319440.27,276645.5904,295138.5844,323103.5598,355615.3757,38405.62803,42796.73975,49008.22514,51840.46975
High,Master Protein,P47743,Metabotropic glutamate receptor 8 OS=Mus musculus OX=10090 GN=Grm8 PE=1 SV=2,6,14,0,40549.71816,49095.6251,39202.16295,175627.9796,263870.4535,150558.6427,52021.09103,53915.07285,51549.81029,61920.9266,107949.8323,86256.58135,17833.42196,35287.1221,16595.97531,31873.47603,186949.4697,224748.8815,263550.0082,248408.1476,56412.38651,75946.752,63772.2994,58716.10065,107132.5428,80583.58929,85916.80156,122959.798,31434.51177,24689.91944,15498.75596,26927.94522,232391.3832,210918.5408,327087.8434,286358.2281,53873.75276,77350.16155,73633.70129,62407.16306,78633.0209,92258.58516,73547.43252,78245.61232,41905.66925,49095.6251,39929.92519,284960.4413,318889.8012,330660.3479,93877.19057,104897.7688,96234.71576,128472.2851,148118.4461,139688.6254,37331.16814,47440.52144,29808.56265,47263.34535,347277.8212,403804.531,427796.3651,404569.4081,116731.4249,112302.2992,98867.4774,107340.5866,166712.5334,186106.019,157814.7164,154796.8787,41427.41488,35305.61041,33628.23383,54911.16474,438445.5039,471665.55,586607.2235,467460.5247,114028.8032,139358.8321,129433.3035,114684.1758,185887.8809,193802.7544,167217.5229,166879.228
High,Master Protein,Q9DC16,Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Ergic1 PE=1 SV=1,6,16,0,715654.4006,633167.5902,739985.2369,338546.7021,395016.0085,249143.5233,45612.399,52344.10653,43853.42879,487071.2039,731212.2538,618702.2843,431362.048,613311.0586,500988.8262,643513.5702,301158.8603,323710.456,377638.0025,439442.8369,42698.6958,61834.90998,64279.84221,49883.3146,544313.4673,420679.6457,584301.125,747744.3448,569596.024,694501.3848,450643.9392,386321.1502,376759.7526,301306.1227,386913.5843,416396.5617,45932.25765,54866.28458,50899.50404,59518.87996,529041.7958,474141.3063,484591.6945,579136.5287,739585.328,633167.5902,753722.5736,549299.8202,477380.3764,547174.7262,82312.07359,101841.2791,81866.88236,1010565.474,1003299.593,1001960.317,902981.4458,824544.3292,899842.0718,954229.2809,559433.4824,581608.0061,612984.8595,715697.6538,88354.34752,91435.14868,99654.33122,91193.11723,847024.3935,971550.3468,1073262.909,941352.3164,750668.2772,993109.572,977779.1072,787781.769,710820.7596,673794.3357,693900.1494,679739.3479,97219.89098,98850.48963,89471.1367,109376.4458,1250650.9,996003.6888,1101768.206,1235160.081
High,Master Protein,P18826,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Phka1 PE=1 SV=3",6,12,0,3663847.254,3714003.601,3442131.036,2234211.218,5659297.846,1500712.396,1917124.957,1785628.004,1943051.698,911650.225,1494243.215,1356225.899,1559457.007,2938352.686,1992997.109,1790675.859,1433503.048,1328490.598,2048156.313,2045967.156,1193406.899,1717652.606,1334743.48,1526273.969,1381140.772,869372.4797,1223527.433,2313926.577,2868692.611,2702247.585,1677545.054,1389226.422,1568071.914,1395433.556,1560083.214,1688574.109,1103081.715,1410511.873,1436033.192,1506081.742,1044808.714,1058630.068,875336.3664,1161097.845,3786363.461,3714003.601,3506031.923,3625059.151,6839312.024,3295899.021,3459641.106,3474137.816,3627346.577,1891473.433,2050257.776,2196346.396,3264452.099,3950364.193,3579685.922,2655290.294,2662878.991,2386888.51,3324582.806,3332160.114,2469459.217,2539889.222,2069279.642,2790225.191,2149239.353,2007796.533,2247414.142,2913054.653,3780638.294,3864107.403,3639832.61,2832894.983,2958431.897,3120531.429,2797890.845,2756483.528,2334774.939,2541265.376,2524258.821,2767690.995,2469920.088,2223808.469,1990165.719,2476344.761
High,Master Protein,Q8K1J6,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",6,11,0,358032.0927,388037.124,360944.3618,184378.7342,280958.8064,141866.3363,224848.5478,198068.5106,212880.6748,148422.8239,235938.7516,209569.8033,174744.6255,288149.0535,196860.9711,221091.0809,139080.7947,141643.8492,144918.1816,159960.1938,180051.9171,258557.225,231437.7952,193859.685,222003.1992,145820.1153,187773.447,322613.1094,350653.9377,265051.2767,179296.6531,138037.4142,112172.5735,94181.90426,137515.5943,155824.6149,159586.026,189405.9925,202560.5049,185477.6573,134806.4811,173408.553,141171.8913,160959.0842,370004.4079,388037.124,367645.0552,299158.7421,339541.2284,311570.105,405761.3855,385364.3096,397411.9617,307944.6705,323732.6127,339388.8013,365797.4904,387391.7887,353588.2936,327843.2545,258356.846,254490.3793,235232.2876,260518.8338,372572.7298,382328.0137,358802.6651,354400.4468,345466.6041,336768.3345,344908.2457,406144.9611,462125.3945,379012.8656,389026.693,281484.3514,211632.4618,210613.8204,246623.7819,254373.191,337778.6516,341245.5434,356060.8097,340847.9285,318681.5261,364270.2211,320968.5664,343287.3347
